protein1,protein2,pred
PF3D7_1323100,PF3D7_1421200,0.726862201944507
PF3D7_1323100,PF3D7_0322900,0.467802449573626
PF3D7_1323100,PF3D7_0422400,0.43211074061552
PF3D7_1323100,PF3D7_1027800,0.331262139624183
PF3D7_1323100,PF3D7_1019400,0.467020500463111
PF3D7_1323100,PF3D7_1358800,0.517588500465608
PF3D7_1323100,PF3D7_1338200,0.397713963786524
PF3D7_1323100,PF3D7_1441200,0.394435547964483
PF3D7_1323100,PF3D7_0614500,0.399945079533
PF3D7_1323100,PF3D7_1426000,0.435336396739535
PF3D7_1323100,PF3D7_0217800,0.342656199671171
PF3D7_1323100,PF3D7_1130100,0.736537424082798
PF3D7_1323100,PF3D7_1130200,0.24923383946689
PF3D7_1323100,PF3D7_1341200,0.288961832413245
PF3D7_1323100,PF3D7_1309100,0.260278150360445
PF3D7_1323100,PF3D7_1341300,0.322173676390742
PF3D7_1323100,PF3D7_0516900,0.190608307561083
PF3D7_1323100,PF3D7_1424100,0.216527559543078
PF3D7_1323100,PF3D7_0706400,0.224124775025826
PF3D7_1424400,PF3D7_0618300,0.81141293870309
PF3D7_1424400,PF3D7_1414300,0.605402957574372
PF3D7_1424400,PF3D7_0814000,0.786451445632261
PF3D7_1424400,PF3D7_1431700,0.74614329334142
PF3D7_1424400,PF3D7_1342000,0.576357784394189
PF3D7_1424400,PF3D7_1351400,0.915588760833726
PF3D7_1424400,PF3D7_0307200,0.813606924376856
PF3D7_1424400,PF3D7_0519400,0.563970955998097
PF3D7_1424400,PF3D7_0710600,0.634121786598562
PF3D7_1424400,PF3D7_1460700,0.718476846249712
PF3D7_1424400,PF3D7_1323400,0.536805608820376
PF3D7_1424400,PF3D7_1144000,0.52386955820184
PF3D7_1424400,PF3D7_1461300,0.688884238641271
PF3D7_1424400,PF3D7_1105400,0.54253757892467
PF3D7_1424400,PF3D7_1302800,0.473557423649243
PF3D7_1424400,PF3D7_1331800,0.542444049636261
PF3D7_1424400,PF3D7_0517000,0.559230195212696
PF3D7_1424400,PF3D7_1408600,0.55253618614317
PF3D7_1424400,PF3D7_1109900,0.455508346342175
PF3D7_1424400,PF3D7_0520000,0.509634949433336
PF3D7_1424400,PF3D7_1421200,0.488706617442916
PF3D7_1424400,PF3D7_0422400,0.528629584636967
PF3D7_1424400,PF3D7_1027800,0.611220373960617
PF3D7_1424400,PF3D7_1019400,0.357351129642574
PF3D7_1424400,PF3D7_1358800,0.46888409440261
PF3D7_1424400,PF3D7_1338200,0.385823009190243
PF3D7_1424400,PF3D7_1441200,0.4776002454469
PF3D7_1424400,PF3D7_0614500,0.333951062766413
PF3D7_1424400,PF3D7_1426000,0.339001189112988
PF3D7_1424400,PF3D7_0217800,0.458859952589218
PF3D7_1424400,PF3D7_1130100,0.751275331017929
PF3D7_1424400,PF3D7_1130200,0.275273338358246
PF3D7_1424400,PF3D7_1341200,0.264996991399563
PF3D7_1424400,PF3D7_1309100,0.349776423729673
PF3D7_1424400,PF3D7_1341300,0.26086178798469
PF3D7_1424400,PF3D7_0516900,0.264106436112685
PF3D7_1424400,PF3D7_1424100,0.313833679353916
PF3D7_1424400,PF3D7_0706400,0.22133041681447
PF3D7_0618300,PF3D7_1414300,0.633229583964771
PF3D7_0618300,PF3D7_0814000,0.836617497027129
PF3D7_0618300,PF3D7_1431700,0.566065702410016
PF3D7_0618300,PF3D7_1342000,0.434522246527397
PF3D7_0618300,PF3D7_1351400,0.711141999858823
PF3D7_0618300,PF3D7_0307200,0.710952757395892
PF3D7_0618300,PF3D7_0710600,0.5644775371829
PF3D7_0618300,PF3D7_1460700,0.734373030567466
PF3D7_0618300,PF3D7_1323400,0.584608760874898
PF3D7_0618300,PF3D7_1144000,0.60780319538318
PF3D7_0618300,PF3D7_1461300,0.431173935542422
PF3D7_0618300,PF3D7_1105400,0.509009796444366
PF3D7_0618300,PF3D7_1302800,0.3829644564573
PF3D7_0618300,PF3D7_1331800,0.43406361412481
PF3D7_0618300,PF3D7_0517000,0.669268289121321
PF3D7_0618300,PF3D7_1408600,0.452435122968049
PF3D7_0618300,PF3D7_0721600,0.381910461756993
PF3D7_0618300,PF3D7_1027800,0.465216286843716
PF3D7_0618300,PF3D7_1019400,0.421541782571436
PF3D7_0618300,PF3D7_1358800,0.471499437520805
PF3D7_0618300,PF3D7_1338200,0.470674120089734
PF3D7_0618300,PF3D7_1441200,0.332668538386572
PF3D7_0618300,PF3D7_0614500,0.19622293739284
PF3D7_0618300,PF3D7_1426000,0.27763590437031
PF3D7_0618300,PF3D7_0217800,0.26711098640307
PF3D7_0618300,PF3D7_1130100,0.867519759111814
PF3D7_0618300,PF3D7_1130200,0.273897098119102
PF3D7_0618300,PF3D7_1341200,0.221511171260557
PF3D7_0618300,PF3D7_1309100,0.315541033010092
PF3D7_0618300,PF3D7_1341300,0.27660040923835
PF3D7_0618300,PF3D7_1424100,0.269820065059437
PF3D7_1414300,PF3D7_0814000,0.761634517220987
PF3D7_1414300,PF3D7_1431700,0.741826539978458
PF3D7_1414300,PF3D7_1351400,0.782361777933611
PF3D7_1414300,PF3D7_0307200,0.567680772327578
PF3D7_1414300,PF3D7_0519400,0.55524942573317
PF3D7_1414300,PF3D7_0710600,0.863758859092673
PF3D7_1414300,PF3D7_1460700,0.491164933900709
PF3D7_1414300,PF3D7_1323400,0.537842200838296
PF3D7_1414300,PF3D7_1144000,0.634491606028338
PF3D7_1414300,PF3D7_1461300,0.547754480933656
PF3D7_1414300,PF3D7_1105400,0.447081976112462
PF3D7_1414300,PF3D7_1302800,0.48646994937358
PF3D7_1414300,PF3D7_1331800,0.557804550859999
PF3D7_1414300,PF3D7_1408600,0.494117217297631
PF3D7_1414300,PF3D7_0721600,0.480489571295213
PF3D7_1414300,PF3D7_1109900,0.70477147290058
PF3D7_1414300,PF3D7_0422400,0.434216611936357
PF3D7_1414300,PF3D7_1027800,0.330402333983362
PF3D7_1414300,PF3D7_1358800,0.505700920345511
PF3D7_1414300,PF3D7_1338200,0.288420794578547
PF3D7_1414300,PF3D7_1441200,0.249069446858249
PF3D7_1414300,PF3D7_0614500,0.270826103754379
PF3D7_1414300,PF3D7_1426000,0.364424278412158
PF3D7_1414300,PF3D7_1130100,0.599687790240408
PF3D7_1414300,PF3D7_1130200,0.196751285218749
PF3D7_1414300,PF3D7_1341200,0.194004806718744
PF3D7_1414300,PF3D7_1309100,0.284668991780148
PF3D7_1414300,PF3D7_1341300,0.214363203637604
PF3D7_0814000,PF3D7_1431700,0.847678716312638
PF3D7_0814000,PF3D7_1342000,0.532997668267275
PF3D7_0814000,PF3D7_1351400,0.754206580625941
PF3D7_0814000,PF3D7_0307200,0.58197027769862
PF3D7_0814000,PF3D7_0519400,0.625166795150265
PF3D7_0814000,PF3D7_0710600,0.70088708630366
PF3D7_0814000,PF3D7_1460700,0.685050020363174
PF3D7_0814000,PF3D7_1323400,0.736438196232507
PF3D7_0814000,PF3D7_1144000,0.586367277598132
PF3D7_0814000,PF3D7_1461300,0.582844808443968
PF3D7_0814000,PF3D7_1105400,0.524248006728272
PF3D7_0814000,PF3D7_1302800,0.552504347393582
PF3D7_0814000,PF3D7_0517000,0.462645673949367
PF3D7_0814000,PF3D7_1408600,0.667911755164444
PF3D7_0814000,PF3D7_1109900,0.468875336081149
PF3D7_0814000,PF3D7_0520000,0.438190104022283
PF3D7_0814000,PF3D7_1421200,0.521165713793164
PF3D7_0814000,PF3D7_0322900,0.628821090350536
PF3D7_0814000,PF3D7_0422400,0.445732063725785
PF3D7_0814000,PF3D7_1027800,0.388373530216987
PF3D7_0814000,PF3D7_1019400,0.516986198170438
PF3D7_0814000,PF3D7_1358800,0.495582371787214
PF3D7_0814000,PF3D7_1338200,0.352242177954568
PF3D7_0814000,PF3D7_1441200,0.290495938177654
PF3D7_0814000,PF3D7_0614500,0.214845952084144
PF3D7_0814000,PF3D7_1426000,0.320361087446289
PF3D7_0814000,PF3D7_0217800,0.295182066691648
PF3D7_0814000,PF3D7_1130100,0.806643067772177
PF3D7_0814000,PF3D7_1130200,0.256613227374843
PF3D7_0814000,PF3D7_1341200,0.246349655230241
PF3D7_0814000,PF3D7_1309100,0.223573165795832
PF3D7_0814000,PF3D7_1341300,0.194782655883369
PF3D7_0814000,PF3D7_0706400,0.205114158771243
PF3D7_1431700,PF3D7_1342000,0.408286205484616
PF3D7_1431700,PF3D7_1351400,0.669171507350663
PF3D7_1431700,PF3D7_0307200,0.630818614887693
PF3D7_1431700,PF3D7_0519400,0.574029816485969
PF3D7_1431700,PF3D7_0710600,0.670455795005455
PF3D7_1431700,PF3D7_1460700,0.739749703766013
PF3D7_1431700,PF3D7_1323400,0.590903012608414
PF3D7_1431700,PF3D7_1144000,0.421013268207315
PF3D7_1431700,PF3D7_1105400,0.597054594861769
PF3D7_1431700,PF3D7_1302800,0.469617180529521
PF3D7_1431700,PF3D7_1331800,0.413448229659227
PF3D7_1431700,PF3D7_0517000,0.526445289767736
PF3D7_1431700,PF3D7_1408600,0.474489143540201
PF3D7_1431700,PF3D7_0520000,0.487445880288367
PF3D7_1431700,PF3D7_1421200,0.52523867958258
PF3D7_1431700,PF3D7_0322900,0.470217061054802
PF3D7_1431700,PF3D7_0422400,0.462097703732341
PF3D7_1431700,PF3D7_1027800,0.370985598941235
PF3D7_1431700,PF3D7_1019400,0.423099146628496
PF3D7_1431700,PF3D7_1358800,0.636947421893523
PF3D7_1431700,PF3D7_1338200,0.36715987523985
PF3D7_1431700,PF3D7_1441200,0.307667528075076
PF3D7_1431700,PF3D7_1426000,0.239236434856578
PF3D7_1431700,PF3D7_1130100,0.67588335923521
PF3D7_1431700,PF3D7_1130200,0.226729399437225
PF3D7_1431700,PF3D7_1341200,0.275327106331948
PF3D7_1431700,PF3D7_1309100,0.327487243828629
PF3D7_1431700,PF3D7_1447000,0.407786302853476
PF3D7_1342000,PF3D7_1351400,0.489958340572731
PF3D7_1342000,PF3D7_0307200,0.409331477448862
PF3D7_1342000,PF3D7_0519400,0.779191982387249
PF3D7_1342000,PF3D7_0710600,0.406332294111718
PF3D7_1342000,PF3D7_1460700,0.454529777069272
PF3D7_1342000,PF3D7_1323400,0.622961412193918
PF3D7_1342000,PF3D7_1144000,0.566397176524036
PF3D7_1342000,PF3D7_1461300,0.646500354465712
PF3D7_1342000,PF3D7_1105400,0.804256978462162
PF3D7_1342000,PF3D7_1302800,0.789921368285089
PF3D7_1342000,PF3D7_0517000,0.464216576748536
PF3D7_1342000,PF3D7_1408600,0.71583505547323
PF3D7_1342000,PF3D7_0721600,0.647669223288031
PF3D7_1342000,PF3D7_0520000,0.753019112296422
PF3D7_1342000,PF3D7_1421200,0.65469751446121
PF3D7_1342000,PF3D7_0322900,0.794692817569105
PF3D7_1342000,PF3D7_0422400,0.687929800976477
PF3D7_1342000,PF3D7_1027800,0.378316990508861
PF3D7_1342000,PF3D7_1358800,0.806080160010822
PF3D7_1342000,PF3D7_1338200,0.233144767722114
PF3D7_1342000,PF3D7_0217800,0.227522633547474
PF3D7_1342000,PF3D7_1130100,0.443020204000564
PF3D7_1342000,PF3D7_1447000,0.464368965290308
PF3D7_1342000,PF3D7_1424100,0.207247599421029
PF3D7_1351400,PF3D7_0307200,0.874207861278721
PF3D7_1351400,PF3D7_0519400,0.526542797573462
PF3D7_1351400,PF3D7_0710600,0.727404819275421
PF3D7_1351400,PF3D7_1460700,0.810071587375665
PF3D7_1351400,PF3D7_1323400,0.47523370793514
PF3D7_1351400,PF3D7_1144000,0.492060804052272
PF3D7_1351400,PF3D7_1461300,0.4738524857769
PF3D7_1351400,PF3D7_1105400,0.5208929905005
PF3D7_1351400,PF3D7_1331800,0.732508043884863
PF3D7_1351400,PF3D7_0517000,0.590360524991602
PF3D7_1351400,PF3D7_1408600,0.395600436611492
PF3D7_1351400,PF3D7_0721600,0.377639854986407
PF3D7_1351400,PF3D7_1109900,0.473222319713247
PF3D7_1351400,PF3D7_0520000,0.496456784476934
PF3D7_1351400,PF3D7_1421200,0.646188031879858
PF3D7_1351400,PF3D7_0322900,0.383897878832664
PF3D7_1351400,PF3D7_0422400,0.473704532933417
PF3D7_1351400,PF3D7_1027800,0.47947747698042
PF3D7_1351400,PF3D7_1019400,0.33601588853876
PF3D7_1351400,PF3D7_1338200,0.408872347600483
PF3D7_1351400,PF3D7_1441200,0.442030394930298
PF3D7_1351400,PF3D7_0614500,0.355329339792522
PF3D7_1351400,PF3D7_1426000,0.40325374211131
PF3D7_1351400,PF3D7_0217800,0.356454973965255
PF3D7_1351400,PF3D7_1130100,0.687534845753122
PF3D7_1351400,PF3D7_1130200,0.283505870103124
PF3D7_1351400,PF3D7_1341200,0.266943199993138
PF3D7_1351400,PF3D7_1309100,0.286317930184829
PF3D7_1351400,PF3D7_1341300,0.262881271708457
PF3D7_1351400,PF3D7_0516900,0.310798600629285
PF3D7_1351400,PF3D7_1424100,0.218823735167893
PF3D7_1351400,PF3D7_0706400,0.185350824398825
PF3D7_0307200,PF3D7_0519400,0.436849904154895
PF3D7_0307200,PF3D7_0710600,0.764693493792268
PF3D7_0307200,PF3D7_1460700,0.672290358662337
PF3D7_0307200,PF3D7_1323400,0.498063380511471
PF3D7_0307200,PF3D7_1144000,0.549893730685493
PF3D7_0307200,PF3D7_1461300,0.420901084548676
PF3D7_0307200,PF3D7_1105400,0.487639845061949
PF3D7_0307200,PF3D7_1331800,0.740016994657568
PF3D7_0307200,PF3D7_0517000,0.530187961900935
PF3D7_0307200,PF3D7_0520000,0.413358232540258
PF3D7_0307200,PF3D7_1421200,0.600044746865746
PF3D7_0307200,PF3D7_1027800,0.49253188523284
PF3D7_0307200,PF3D7_1358800,0.452981530639255
PF3D7_0307200,PF3D7_1338200,0.439233403159901
PF3D7_0307200,PF3D7_1441200,0.439467371235003
PF3D7_0307200,PF3D7_0614500,0.366012502331471
PF3D7_0307200,PF3D7_1426000,0.444755060651548
PF3D7_0307200,PF3D7_0217800,0.302275697468185
PF3D7_0307200,PF3D7_1130100,0.837231682987586
PF3D7_0307200,PF3D7_1130200,0.324707173545377
PF3D7_0307200,PF3D7_1341200,0.324067285068097
PF3D7_0307200,PF3D7_1309100,0.322848177519503
PF3D7_0307200,PF3D7_1447000,0.359149270484669
PF3D7_0307200,PF3D7_1341300,0.327570727826204
PF3D7_0307200,PF3D7_0516900,0.349132101917129
PF3D7_0307200,PF3D7_1424100,0.27658461251902
PF3D7_0307200,PF3D7_0706400,0.242731139689333
PF3D7_0519400,PF3D7_0710600,0.469651820667403
PF3D7_0519400,PF3D7_1460700,0.509719830416246
PF3D7_0519400,PF3D7_1323400,0.478885615298584
PF3D7_0519400,PF3D7_1144000,0.844002394985061
PF3D7_0519400,PF3D7_1461300,0.811551047153408
PF3D7_0519400,PF3D7_1105400,0.854225861111308
PF3D7_0519400,PF3D7_1302800,0.870075935913486
PF3D7_0519400,PF3D7_1331800,0.49592188340912
PF3D7_0519400,PF3D7_1408600,0.779917981840618
PF3D7_0519400,PF3D7_0721600,0.651049462230767
PF3D7_0519400,PF3D7_1109900,0.530200806622112
PF3D7_0519400,PF3D7_0520000,0.769420038024331
PF3D7_0519400,PF3D7_1421200,0.467402160555839
PF3D7_0519400,PF3D7_0322900,0.725915268455275
PF3D7_0519400,PF3D7_0422400,0.523517596351193
PF3D7_0519400,PF3D7_1358800,0.82833976796158
PF3D7_0519400,PF3D7_0217800,0.266284675593189
PF3D7_0519400,PF3D7_1130100,0.494400259201007
PF3D7_0519400,PF3D7_1447000,0.473313592024998
PF3D7_0710600,PF3D7_1460700,0.501794962061174
PF3D7_0710600,PF3D7_1144000,0.59829633800134
PF3D7_0710600,PF3D7_1461300,0.566398903984274
PF3D7_0710600,PF3D7_1105400,0.488666581802272
PF3D7_0710600,PF3D7_1302800,0.398599369317
PF3D7_0710600,PF3D7_1331800,0.604678094329111
PF3D7_0710600,PF3D7_0721600,0.447205368984175
PF3D7_0710600,PF3D7_1109900,0.652388282747607
PF3D7_0710600,PF3D7_1421200,0.537476104867431
PF3D7_0710600,PF3D7_0322900,0.394475869566139
PF3D7_0710600,PF3D7_0422400,0.51979975278898
PF3D7_0710600,PF3D7_1027800,0.486686487311286
PF3D7_0710600,PF3D7_1019400,0.372568363216538
PF3D7_0710600,PF3D7_1358800,0.517823406025626
PF3D7_0710600,PF3D7_1338200,0.333204330588497
PF3D7_0710600,PF3D7_0614500,0.302683863683746
PF3D7_0710600,PF3D7_1426000,0.372709994904599
PF3D7_0710600,PF3D7_1130100,0.615991394276653
PF3D7_0710600,PF3D7_1341200,0.303953790318026
PF3D7_0710600,PF3D7_1309100,0.280469105440595
PF3D7_0710600,PF3D7_1341300,0.331003891139912
PF3D7_0710600,PF3D7_0516900,0.197761672319086
PF3D7_1460700,PF3D7_1323400,0.680363037402953
PF3D7_1460700,PF3D7_1144000,0.527983880894341
PF3D7_1460700,PF3D7_1105400,0.537195714176164
PF3D7_1460700,PF3D7_1302800,0.466386701006003
PF3D7_1460700,PF3D7_1331800,0.458963281555849
PF3D7_1460700,PF3D7_0517000,0.739692715805615
PF3D7_1460700,PF3D7_1408600,0.478893712222509
PF3D7_1460700,PF3D7_0520000,0.501383159367079
PF3D7_1460700,PF3D7_1421200,0.504120214850113
PF3D7_1460700,PF3D7_0322900,0.399345587655645
PF3D7_1460700,PF3D7_0422400,0.497678448107843
PF3D7_1460700,PF3D7_1027800,0.562289778353205
PF3D7_1460700,PF3D7_1019400,0.475198336348222
PF3D7_1460700,PF3D7_1358800,0.515204504699516
PF3D7_1460700,PF3D7_1338200,0.366235577137409
PF3D7_1460700,PF3D7_1441200,0.468868563784221
PF3D7_1460700,PF3D7_1426000,0.276582633187412
PF3D7_1460700,PF3D7_0217800,0.237034665994331
PF3D7_1460700,PF3D7_1130100,0.717572797256123
PF3D7_1460700,PF3D7_1130200,0.411522576881683
PF3D7_1460700,PF3D7_1341200,0.20195670336312
PF3D7_1460700,PF3D7_1309100,0.252968736595644
PF3D7_1460700,PF3D7_1447000,0.394791513670086
PF3D7_1460700,PF3D7_1341300,0.219310210162214
PF3D7_1460700,PF3D7_1424100,0.265370598673248
PF3D7_1323400,PF3D7_1144000,0.504359691900857
PF3D7_1323400,PF3D7_1461300,0.498505704369607
PF3D7_1323400,PF3D7_1105400,0.385044811514595
PF3D7_1323400,PF3D7_0517000,0.499593780492535
PF3D7_1323400,PF3D7_0520000,0.420023222065201
PF3D7_1323400,PF3D7_0322900,0.427428681014784
PF3D7_1323400,PF3D7_1027800,0.326559465557052
PF3D7_1323400,PF3D7_1019400,0.304517662442582
PF3D7_1323400,PF3D7_1338200,0.271938607242857
PF3D7_1323400,PF3D7_1426000,0.241009102905513
PF3D7_1323400,PF3D7_1130100,0.684138624822633
PF3D7_1323400,PF3D7_1341200,0.322691736671006
PF3D7_1144000,PF3D7_1105400,0.853433030454083
PF3D7_1144000,PF3D7_1302800,0.780876480278706
PF3D7_1144000,PF3D7_1331800,0.534984050562361
PF3D7_1144000,PF3D7_1408600,0.801242011646861
PF3D7_1144000,PF3D7_1109900,0.528292007902202
PF3D7_1144000,PF3D7_0520000,0.782979284286865
PF3D7_1144000,PF3D7_1421200,0.552574843556477
PF3D7_1144000,PF3D7_0322900,0.554415437260344
PF3D7_1144000,PF3D7_0422400,0.417056626393149
PF3D7_1144000,PF3D7_1027800,0.457043256052653
PF3D7_1144000,PF3D7_1019400,0.30456234894632
PF3D7_1144000,PF3D7_1358800,0.803603068923161
PF3D7_1144000,PF3D7_1338200,0.249107659368585
PF3D7_1144000,PF3D7_1441200,0.364040529026634
PF3D7_1144000,PF3D7_1130100,0.501834634273776
PF3D7_1144000,PF3D7_1130200,0.301206083826428
PF3D7_1144000,PF3D7_1447000,0.438292156587007
PF3D7_1144000,PF3D7_1424100,0.204388092725198
PF3D7_1461300,PF3D7_1105400,0.868174298668262
PF3D7_1461300,PF3D7_1302800,0.750996807604388
PF3D7_1461300,PF3D7_1408600,0.784123815651627
PF3D7_1461300,PF3D7_1109900,0.484934745597802
PF3D7_1461300,PF3D7_0520000,0.759248802700091
PF3D7_1461300,PF3D7_1421200,0.441277699169282
PF3D7_1461300,PF3D7_0322900,0.456732595351188
PF3D7_1461300,PF3D7_0422400,0.458044992622331
PF3D7_1461300,PF3D7_1027800,0.381604751270354
PF3D7_1461300,PF3D7_1019400,0.339147642721067
PF3D7_1461300,PF3D7_1358800,0.681866090814649
PF3D7_1461300,PF3D7_1338200,0.201146320338452
PF3D7_1461300,PF3D7_1441200,0.221110134949203
PF3D7_1461300,PF3D7_1426000,0.23755747369261
PF3D7_1461300,PF3D7_1130100,0.440079924042227
PF3D7_1461300,PF3D7_1130200,0.23933680329519
PF3D7_1461300,PF3D7_1341200,0.187827458523761
PF3D7_1461300,PF3D7_1447000,0.322782458850883
PF3D7_1105400,PF3D7_1302800,0.888577737096655
PF3D7_1105400,PF3D7_1331800,0.393241049499136
PF3D7_1105400,PF3D7_0517000,0.411652929747694
PF3D7_1105400,PF3D7_1408600,0.720700674495915
PF3D7_1105400,PF3D7_0721600,0.685543016105892
PF3D7_1105400,PF3D7_1109900,0.437935757343201
PF3D7_1105400,PF3D7_0520000,0.928358810238498
PF3D7_1105400,PF3D7_1421200,0.701174890384787
PF3D7_1105400,PF3D7_0322900,0.791092519870642
PF3D7_1105400,PF3D7_0422400,0.727869750882902
PF3D7_1105400,PF3D7_1358800,0.881236312035677
PF3D7_1105400,PF3D7_1130100,0.398445114357685
PF3D7_1105400,PF3D7_1447000,0.593655209549134
PF3D7_1302800,PF3D7_1331800,0.37932422665034
PF3D7_1302800,PF3D7_1408600,0.779056094035609
PF3D7_1302800,PF3D7_0721600,0.670679238851151
PF3D7_1302800,PF3D7_1109900,0.519754685041329
PF3D7_1302800,PF3D7_0520000,0.798030309472837
PF3D7_1302800,PF3D7_1421200,0.657980833620712
PF3D7_1302800,PF3D7_0322900,0.795074008340255
PF3D7_1302800,PF3D7_0422400,0.551797670346154
PF3D7_1302800,PF3D7_1027800,0.288304325253377
PF3D7_1302800,PF3D7_1358800,0.850923858548935
PF3D7_1302800,PF3D7_1447000,0.448005976213325
PF3D7_1331800,PF3D7_0517000,0.393084471114369
PF3D7_1331800,PF3D7_0721600,0.479478705145535
PF3D7_1331800,PF3D7_1109900,0.509309366890125
PF3D7_1331800,PF3D7_1421200,0.43680608031159
PF3D7_1331800,PF3D7_0422400,0.442205505256893
PF3D7_1331800,PF3D7_1338200,0.238438469853408
PF3D7_1331800,PF3D7_1441200,0.33770976607891
PF3D7_1331800,PF3D7_0614500,0.27828480841981
PF3D7_1331800,PF3D7_1426000,0.272562425696613
PF3D7_1331800,PF3D7_0217800,0.286719191061019
PF3D7_1331800,PF3D7_1130100,0.569703634061517
PF3D7_1331800,PF3D7_1341200,0.199187665969615
PF3D7_1331800,PF3D7_1309100,0.219214654432865
PF3D7_1331800,PF3D7_0706400,0.204623661236976
PF3D7_0517000,PF3D7_1421200,0.583127411939008
PF3D7_0517000,PF3D7_0322900,0.369323783670899
PF3D7_0517000,PF3D7_0422400,0.438764175987848
PF3D7_0517000,PF3D7_1027800,0.399769467217604
PF3D7_0517000,PF3D7_1358800,0.434203473479003
PF3D7_0517000,PF3D7_1338200,0.269314349468573
PF3D7_0517000,PF3D7_1441200,0.334792368294325
PF3D7_0517000,PF3D7_0217800,0.288779639590653
PF3D7_0517000,PF3D7_1130100,0.651555958387703
PF3D7_0517000,PF3D7_1130200,0.23588978763316
PF3D7_0517000,PF3D7_1341200,0.248919049373184
PF3D7_0517000,PF3D7_1424100,0.341144505688379
PF3D7_1408600,PF3D7_0721600,0.490973569283123
PF3D7_1408600,PF3D7_1109900,0.51197457528309
PF3D7_1408600,PF3D7_0520000,0.710537417522198
PF3D7_1408600,PF3D7_1421200,0.563049286861487
PF3D7_1408600,PF3D7_0322900,0.725604822762691
PF3D7_1408600,PF3D7_0422400,0.491540446549188
PF3D7_1408600,PF3D7_1027800,0.40125246185358
PF3D7_1408600,PF3D7_1019400,0.303173330732734
PF3D7_1408600,PF3D7_1358800,0.714567566855893
PF3D7_1408600,PF3D7_1441200,0.257526546073035
PF3D7_1408600,PF3D7_0217800,0.280037072573349
PF3D7_1408600,PF3D7_1130100,0.50715882897324
PF3D7_1408600,PF3D7_1447000,0.433529663529541
PF3D7_0721600,PF3D7_1109900,0.477978429163191
PF3D7_0721600,PF3D7_0520000,0.612797380696902
PF3D7_0721600,PF3D7_1421200,0.468991437307136
PF3D7_0721600,PF3D7_0322900,0.388171012494328
PF3D7_0721600,PF3D7_0422400,0.610000522957375
PF3D7_0721600,PF3D7_1027800,0.329371938756646
PF3D7_0721600,PF3D7_1358800,0.52938830301697
PF3D7_0721600,PF3D7_1441200,0.202795759235419
PF3D7_0721600,PF3D7_0217800,0.245296987507009
PF3D7_0721600,PF3D7_1130100,0.393283641161663
PF3D7_0721600,PF3D7_1447000,0.454390360072315
PF3D7_0721600,PF3D7_0706400,0.218119320123999
PF3D7_1109900,PF3D7_0422400,0.413266852399076
PF3D7_1109900,PF3D7_1027800,0.274081145580708
PF3D7_1109900,PF3D7_0614500,0.218085498865895
PF3D7_1109900,PF3D7_1426000,0.210671091783291
PF3D7_1109900,PF3D7_0217800,0.22001030007034
PF3D7_0520000,PF3D7_1421200,0.634760924557502
PF3D7_0520000,PF3D7_0322900,0.720402809915499
PF3D7_0520000,PF3D7_0422400,0.702078878173012
PF3D7_0520000,PF3D7_1019400,0.358498877674129
PF3D7_0520000,PF3D7_1358800,0.797237677604204
PF3D7_0520000,PF3D7_1130100,0.449739447544313
PF3D7_0520000,PF3D7_1447000,0.558634194398956
PF3D7_1421200,PF3D7_0322900,0.611495935155233
PF3D7_1421200,PF3D7_0422400,0.561724514883925
PF3D7_1421200,PF3D7_1027800,0.341193794693873
PF3D7_1421200,PF3D7_1019400,0.377922234705206
PF3D7_1421200,PF3D7_1358800,0.635789039817641
PF3D7_1421200,PF3D7_1338200,0.200333113752087
PF3D7_1421200,PF3D7_1441200,0.234771434874989
PF3D7_1421200,PF3D7_1426000,0.253388321183907
PF3D7_1421200,PF3D7_0217800,0.279883828356767
PF3D7_1421200,PF3D7_1130100,0.543698667865039
PF3D7_1421200,PF3D7_1447000,0.528078125750316
PF3D7_0322900,PF3D7_0422400,0.568955295020595
PF3D7_0322900,PF3D7_1019400,0.299540695407446
PF3D7_0322900,PF3D7_1358800,0.820544492170361
PF3D7_0322900,PF3D7_1130100,0.388972828642879
PF3D7_0322900,PF3D7_1447000,0.49229139266761
PF3D7_0422400,PF3D7_1027800,0.401605097118467
PF3D7_0422400,PF3D7_1019400,0.351611341015185
PF3D7_0422400,PF3D7_1358800,0.821940632755011
PF3D7_0422400,PF3D7_1441200,0.270511087385534
PF3D7_0422400,PF3D7_0217800,0.361188844729698
PF3D7_0422400,PF3D7_1130200,0.206822858398898
PF3D7_0422400,PF3D7_1447000,0.47604544674765
PF3D7_0422400,PF3D7_0706400,0.26737626654435
PF3D7_1027800,PF3D7_1019400,0.306489651043854
PF3D7_1027800,PF3D7_1338200,0.589515966904228
PF3D7_1027800,PF3D7_1441200,0.549763922870863
PF3D7_1027800,PF3D7_0614500,0.407372304992619
PF3D7_1027800,PF3D7_1426000,0.476707574633313
PF3D7_1027800,PF3D7_0217800,0.487729969809951
PF3D7_1027800,PF3D7_1130100,0.453713369990897
PF3D7_1027800,PF3D7_1130200,0.504916162810281
PF3D7_1027800,PF3D7_1341200,0.323956540557398
PF3D7_1027800,PF3D7_1309100,0.306940146326469
PF3D7_1027800,PF3D7_1424100,0.465159389047486
PF3D7_1019400,PF3D7_1358800,0.389533413591534
PF3D7_1019400,PF3D7_1338200,0.301572472398848
PF3D7_1019400,PF3D7_1441200,0.30074793912844
