Complex,Complex name,Complex short name,Subunit,Protein name,Protein,Evidence level,Citation,Comment
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1027200,ribosomal protein RSM22,Mprsm22,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1445300,"ribosomal protein S29, mitochondrial, putative",Mps29,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1312300,"ribosomal protein S35, mitochondrial, putative",Mps35,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0710900,"50S ribosomal protein L1, mitochondrial, putative",Mpl1,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1132700,"50S ribosomal protein L2, putative",Mpl2,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1245400,"50S ribosomal protein L3, mitochondrial, putative",Mpl3,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0822000,"ribosomal protein L4, mitochondrial, putative",Mpl4,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1363300,"50S ribosomal protein L9, mitochondrial, putative",Mpl9,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0413800,"50S ribosomal protein L10, putative",Mpl10,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1110600,"ribosomal protein L11, mitochondrial, putative",Mpl11,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0212200,"ribosomal protein L12, mitochondrial, putative",Mpl12,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0214200,"ribosomal protein L13, mitochondrial",Mml13,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0519100,"50S ribosomal protein L14, mitochondrial, putative",Mpl14,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1429700,"ribosomal protein L15, mitochondrial, putative",Mpl15,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1404400,"ribosomal protein L16, mitochondrial, putative",Mpl16,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0522500,"50S ribosomal protein L17, apicoplast, putative",Mpl17,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1431000,"ribosomal protein L17, mitochondrial, putative",Mpl17,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0610000,"ribosomal protein L19, mitochondrial, putative",Mpl19,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1474100,"ribosomal protein L20, mitochondrial, putative",Mpl20,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1422100,"ribosomal protein L21, mitochondrial, putative",Mpl21,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1010800,"50S ribosomal protein L22, mitochondrial, putative",Mpl22,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1239100,"ribosomal protein L23, mitochondrial",Mml23,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0605000,"50S ribosomal protein L24, putative",Mpl24,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0316100,"ribosomal protein L27, mitochondrial, putative",Mpl27,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0503000,"50S ribosomal protein L28, apicoplast, putative",Mpl28,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0315500,"ribosomal protein L47, mitochondrial, putative",Mpl47,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0210400,"50S ribosomal protein L33, putative",Mpl33,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1123700,"ribosomal protein L37, mitochondrial, putative",Mpl37,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0604200,"ribosomal protein L41, mitochondrial, putative",Mpl41,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1010000,"ribosomal protein L43, mitochondrial, putative",Mpl43,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0626900,"ribosomal protein L46, mitochondrial, putative",Mpl46,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1339500,"ribosomal protein L49, mitochondrial, putative",Mpl49,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1144100,"mitochondrial large subunit ribosomal protein, putative",PMitochondrialA protein,NA,,
microtubules_a2,Microtubules with ?-tubulin 2,a2-tubulin microtubules,PF3D7_0422300,alpha tubulin 2,PMicrotubulesA 2,NA,,
microtubules_a2,Microtubules with ?-tubulin 2,a2-tubulin microtubules,PF3D7_1008700,tubulin beta chain,PMicrotubulesACbeta,NA,,
APR2_complex,Apical polar ring,Apical polar ring,PF3D7_1471600,"apical polar ring protein APR2, putative",Apapr2,ARP2-turboID bioID; ARP2  Y2H,Qian et al (2022),
APR2_complex,Apical polar ring,Apical polar ring,PF3D7_1312450,"apical ring associated protein 1, putative",PApicalturboID bioID; ARP2  Y2HS1,ARP2-turboID bioID; ARP2  Y2H,Qian et al (2022),
APR2_complex,Apical polar ring,Apical polar ring,PF3D7_1454900,"conserved protein, unknown function",PApicalturboID bioID; ARP2  Y2HTunknown,ARP2-turboID bioID; ARP2  Y2H,Qian et al (2022),
APR2_complex,Apical polar ring,Apical polar ring,PF3D7_1454800,"conserved Plasmodium protein, unknown function",Afplasmodium protein,ARP2-turboID bioID; ARP2  Y2H,Qian et al (2022),
centrin_Sfi1,Sfi1-centrin complex,Sfi1-centrin complex,PF3D7_0107000,centrin-1,,SLP-GFP pull-down,Wenz et al (2023),
centrin_Sfi1,Sfi1-centrin complex,Sfi1-centrin complex,PF3D7_1027700,centrin-3,,SLP-GFP pull-down,Wenz et al (2023),
centrin_Sfi1,Sfi1-centrin complex,Sfi1-centrin complex,PF3D7_0710000,Sfi1-like protein SLP,Cpslp,SLP-GFP pull-down,Wenz et al (2023),
HDP_complex,Heme detoxification protein (HDP) complex,HDP complex,PF3D7_1115700,cysteine proteinase falcipain 2a,PHemepain antibody pull-down; HDP antibody pull-downE2,falcipain antibody pull-down; HDP antibody pull-down,Chugh et al (2013),
HDP_complex,Heme detoxification protein (HDP) complex,HDP complex,PF3D7_1115300,cysteine proteinase falcipain 2b,PHemepain antibody pull-down; HDP antibody pull-downE2,falcipain antibody pull-down; HDP antibody pull-down,Chugh et al (2013),
HDP_complex,Heme detoxification protein (HDP) complex,HDP complex,PF3D7_1408000,plasmepsin II,Hpii,falcipain antibody pull-down; HDP antibody pull-down,Chugh et al (2013),
HDP_complex,Heme detoxification protein (HDP) complex,HDP complex,PF3D7_1407800,plasmepsin IV,Hpiv,falcipain antibody pull-down; HDP antibody pull-down,Chugh et al (2013),
HDP_complex,Heme detoxification protein (HDP) complex,HDP complex,PF3D7_1360800,falcilysin,,HDP antibody pull-down,Chugh et al (2013),
HDP_complex,Heme detoxification protein (HDP) complex,HDP complex,PF3D7_1446800,heme detoxification protein,PHemepain antibody pull-down; HDP antibody pull-downCdetoxification,falcipain antibody pull-down; HDP antibody pull-down,Chugh et al (2013),
P24,P24 heterodimer,P24 heterodimer,PF3D7_0526900,"transmembrane emp24 domain-containing protein, putative",PPS containing protein,AVEXIS,Knöckel et al (2001),
P24,P24 heterodimer,P24 heterodimer,PF3D7_0422100,"transmembrane emp24 domain-containing protein, putative",PPS containing protein,AVEXIS,Knöckel et al (2001),
PIESP15,PIESP15 heterodimer,PIESP15 heterodimer,PF3D7_0103900,parasite-infected erythrocyte surface protein,PPIESPSCinfected erythrocyte surface,AVEXIS,Knöckel et al (2001),
PIESP15,PIESP15 heterodimer,PIESP15 heterodimer,PF3D7_0702900,"centrin, putative",PPIESPSTcentrin,AVEXIS,Knöckel et al (2001),
CelTOS_dimer,CelTOS heterodimer,CelTOS heterodimer,PF3D7_1216600,cell traversal protein for ookinetes and sporozoites,PCelTOSSLand,AVEXIS,Knöckel et al (2001),
CelTOS_dimer,CelTOS heterodimer,CelTOS heterodimer,PF3D7_0721100,"conserved protein, unknown function",PCelTOSSTunknown,AVEXIS,Knöckel et al (2001),
MSP1_complexes,MSP1 complex,MSP1 complex,PF3D7_0930300,merozoite surface protein 1,PMSPody pull-down; Recombinant protein  pull-down; MSP1 antibody pull-downF1,Antibody pull-down; Recombinant protein  pull-down; MSP1 antibody pull-down,Stafford et al (1996); Kauth et al (2006); Lin et al (2016),
MSP1_complexes,MSP1 complex,MSP1 complex,PF3D7_1035400,merozoite surface protein 3,PMSPantibody pull-downF3,MSP1 antibody pull-down,Lin et al (2016),
MSP1_complexes,MSP1 complex,MSP1 complex,PF3D7_1035500,merozoite surface protein 6,PMSPody pull-down; Recombinant protein  pull-down; MSP1 antibody pull-downF6,Antibody pull-down; Recombinant protein  pull-down; MSP1 antibody pull-down,Stafford et al (1996); Kauth et al (2006); Lin et al (2016),
MSP1_complexes,MSP1 complex,MSP1 complex,PF3D7_1335100,merozoite surface protein 7,PMSPody pull-down; Recombinant protein  pull-down; MSP1 antibody pull-downF7,Antibody pull-down; Recombinant protein  pull-down; MSP1 antibody pull-down,Stafford et al (1996); Kauth et al (2006); Lin et al (2016),
MSP1_complexes,MSP1 complex,MSP1 complex,PF3D7_1035700,duffy binding-like merozoite surface protein,PMSPbinant protein pull-down; MSP1 antibody pull-down-like merozoite surface,Recombinant protein pull-down; MSP1 antibody pull-down,Lin et al (2014); Lin et al (2016),
MSP1_complexes,MSP1 complex,MSP1 complex,PF3D7_1036300,duffy binding-like merozoite surface protein 2,PMSPbinant protein pull-down; MSP1 antibody pull-down-like merozoite surface protein 2,Recombinant protein pull-down; MSP1 antibody pull-down,Lin et al (2014); Lin et al (2016),
myosinB,Myosin B motor,Myosin B motor,PF3D7_0503600,myosin B,Mmb,Co-elution of recombinant proteins,Pires et al (2022),
myosinB,Myosin B motor,Myosin B motor,PF3D7_1118700,myosin light chain B,Mcb,Co-elution of recombinant proteins,Pires et al (2022),
RCR,PfRCR complex,PfRCR complex,PF3D7_0323400,Rh5 interacting protein,Rprh5 interacting protein,CryoEM,Farrell et al (2023),
RCR,PfRCR complex,PfRCR complex,PF3D7_0424100,reticulocyte binding protein homologue 5,PPfRCRMB5,CryoEM,Farrell et al (2023),
RCR,PfRCR complex,PfRCR complex,PF3D7_0423800,cysteine-rich protective antigen,PPfRCRM rich protective,CryoEM,Farrell et al (2023),
RCR_P113,,0,PF3D7_0323400,Rh5 interacting protein,Rprh5 interacting protein,CryoEM,Farrell et al (2023),
RCR_P113,,0,PF3D7_0424100,reticulocyte binding protein homologue 5,,CryoEM,Farrell et al (2023),
RCR_P113,,0,PF3D7_0423800,cysteine-rich protective antigen,,CryoEM,Farrell et al (2023),
RCR_P113,,0,PF3D7_1420700,surface protein P113,Rpp113,"RH5 AVEXIS, SPR",Galaway et al (2017),
CSS_TRAMP,CSS-TRAMP complex,CSS-TRAMP complex,PF3D7_1218000,thrombospondin-related apical membrane protein,PCSSA pull-downNrelated apical membrane,CSS-HA pull-down,Scally et al (2022),
CSS_TRAMP,CSS-TRAMP complex,CSS-TRAMP complex,PF3D7_1404700,"cysteine-rich small secreted protein CSS, putative",Cpcss,CSS-HA pull-down,Scally et al (2022),
PCRCR,PfPCRCR complex,PfPCRCR complex,PF3D7_0323400,Rh5 interacting protein,Pprh5 interacting protein,CryoEM,Scally et al (2022),
PCRCR,PfPCRCR complex,PfPCRCR complex,PF3D7_0424100,reticulocyte binding protein homologue 5,PPfPCRCRM; PfRipr/PfCSS/PfTRAMP BLIB5,CryoEM; PfRipr/PfCSS/PfTRAMP BLI,Scally et al (2022),
PCRCR,PfPCRCR complex,PfPCRCR complex,PF3D7_0423800,cysteine-rich protective antigen,PPfPCRCRM rich protective,CryoEM,Scally et al (2022),
PCRCR,PfPCRCR complex,PfPCRCR complex,PF3D7_1218000,thrombospondin-related apical membrane protein,PPfPCRCRA pull-down; PfRipr/PfCSS/PfTRAMP BLINrelated apical membrane,CSS-HA pull-down; PfRipr/PfCSS/PfTRAMP BLI,Scally et al (2022),
PCRCR,PfPCRCR complex,PfPCRCR complex,PF3D7_1404700,"cysteine-rich small secreted protein CSS, putative",Ppcss,CSS-HA pull-down; PfRipr/PfCSS/PfTRAMP BLI,Scally et al (2022),
basal_complex,Basal complex,Basal complex,PF3D7_0407800,protein CINCH,Bpcinch,PfCINCH-V5 pull-down; PfPPP8-V5+ PfCINCH-Myc pull-down,Rudlaff et al (2019); Morano et al (2023),
basal_complex,Basal complex,Basal complex,PF3D7_0704300,basal complex protein BLEB,Bpbleb,PfPPP8-V5+ PfCINCH-Myc pull-down,Morano et al (2023),
basal_complex,Basal complex,Basal complex,PF3D7_0611600,basal complex transmembrane protein 1,PBasal8-V5+ PfCINCH-Myc pull-down 1,PfPPP8-V5+ PfCINCH-Myc pull-down,Morano et al (2023),
basal_complex,Basal complex,Basal complex,PF3D7_0704100,basal complex transmembrane protein 2,PBasalCH-V5 pull-down; PfPPP8-V5+ PfCINCH-Myc pull-down 2,PfCINCH-V5 pull-down; PfPPP8-V5+ PfCINCH-Myc pull-down,Rudlaff et al (2019); Morano et al (2023),
basal_complex,Basal complex,Basal complex,PF3D7_1031200,MORN repeat-containing protein 1,Bpmorn repeat-containing protein 1,PfPPP8-V5+ PfCINCH-Myc pull-down,Morano et al (2023),
basal_complex,Basal complex,Basal complex,PF3D7_1018200,pseudophosphatase PPP8,Bpppp8,PfCINCH-V5 pull-down; PfPPP8-V5+ PfCINCH-Myc pull-down,Rudlaff et al (2019); Morano et al (2023),
basal_complex,Basal complex,Basal complex,PF3D7_0214700,"conserved Plasmodium protein, unknown function",Bfplasmodium protein,PfPPP8-V5+ PfCINCH-Myc pull-down,Morano et al (2023),
basal_complex,Basal complex,Basal complex,PF3D7_1229800,"myosin J, putative",Bpj,PfCINCH-V5 pull-down; PfPPP8-V5+ PfCINCH-Myc pull-down,Rudlaff et al (2019); Morano et al (2023),
basal_complex,Basal complex,Basal complex,PF3D7_1351700,inner membrane complex protein 1f,PBasalCH-V5 pull-down; PfPPP8-V5+ PfCINCH-Myc pull-downE1,PfCINCH-V5 pull-down; PfPPP8-V5+ PfCINCH-Myc pull-down,Rudlaff et al (2019); Morano et al (2023),
basal_complex,Basal complex,Basal complex,PF3D7_1436200,basal complex protein BCP1,Bpbcp1,PfCINCH-V5 pull-down; PfPPP8-V5+ PfCINCH-Myc pull-down,Rudlaff et al (2019); Morano et al (2023),
SCF_core,"Skp, Cullin, F-box containing (SCF) complex",SCF complex,PF3D7_0811000,"cullin-1, putative",PSkpAA1,NA,,
SCF_core,"Skp, Cullin, F-box containing (SCF) complex",SCF complex,PF3D7_1367000,"suppressor of kinetochore protein 1, putative",PSkpA 1,NA,,
SCF_core,"Skp, Cullin, F-box containing (SCF) complex",SCF complex,PF3D7_1313000,ubiquitin-like protein Nedd8,Senedd8,NA,,
SCF_core,"Skp, Cullin, F-box containing (SCF) complex",SCF complex,PF3D7_1211800,polyubiquitin,,NA,,
SCF_core,"Skp, Cullin, F-box containing (SCF) complex",SCF complex,PF3D7_0319100,"E3 ubiquitin-protein ligase RBX1, putative",Sprbx1,NA,,
SCF_FBXO1,,0,PF3D7_0619700,"F-box protein FBXO1, putative",Spfbxo1,NA,,
SCF_FBXO1,,0,PF3D7_0319100,"E3 ubiquitin-protein ligase RBX1, putative",Sprbx1,NA,,
SCF_FBXK2,,0,PF3D7_1123200,leucine-rich repeat protein,,NA,,
SCF_FBXK2,,0,PF3D7_0319100,"E3 ubiquitin-protein ligase RBX1, putative",Sprbx1,NA,,
P12P41_dimer,P12-P41 heterodimer,P12-P41,PF3D7_0612700,6-cysteine protein P12,Ppp12,tbd,,
P12P41_dimer,P12-P41 heterodimer,P12-P41,PF3D7_0404900,6-cysteine protein P41,Ppp41,tbd,,
SKA_putative,Spindle and kinetochore-associated (SKA) protein complex,Spindle and kinetochore-associated (SKA) protein complex,PF3D7_0307500,"spindle and kinetochore-associated protein 2, putative",PSpindleAIassociated protein 2,NA,,
SKA_putative,Spindle and kinetochore-associated (SKA) protein complex,Spindle and kinetochore-associated (SKA) protein complex,PF3D7_0911200,"spindle and kinetochore-associated protein 1, putative",PSpindleAIassociated protein 1,NA,,
SKA_putative,Spindle and kinetochore-associated (SKA) protein complex,Spindle and kinetochore-associated (SKA) protein complex,PF3D7_1349600,"spindle and kinetochore-associated protein 3, putative",PSpindleAIassociated protein 3,NA,,
BDP12_dimer,Bromodomain protein BDP1/2 heterodimer,Bromodomain protein BDP1/2 heterodimer,PF3D7_1033700,bromodomain protein 1,PBromodomainHA pull-down; Pull-down with histone peptides; BDP1/7 ChiP peak co-localizationR1,BDP1-HA pull-down; Pull-down with histone peptides; BDP1/7 ChiP peak co-localization,Josling et al (2015); Hoeijmakers et al (2019); Quinn et al (2022),
BDP12_dimer,Bromodomain protein BDP1/2 heterodimer,Bromodomain protein BDP1/2 heterodimer,PF3D7_1212900,"bromodomain protein 2, putative",PBromodomainHA pull-down; Pull-down with histone peptidesR2,BDP1-HA pull-down; Pull-down with histone peptides,Josling et al (2015); Hoeijmakers et al (2019),
BDP17_dimer,Bromodomain protein BDP1/7 heterodimer,Bromodomain protein BDP1/7 heterodimer,PF3D7_1033700,bromodomain protein 1,PBromodomaindown with histone peptides;  BDP1/7 ChiP peak co-localizationR1,Pull-down with histone peptides;  BDP1/7 ChiP peak co-localization,Hoeijmakers et al (2019); Quinn et al (2022),
BDP17_dimer,Bromodomain protein BDP1/7 heterodimer,Bromodomain protein BDP1/7 heterodimer,PF3D7_1124300,bromodomain protein 7,PBromodomaindown with histone peptides;  BDP1/7 ChiP peak co-localizationR7,Pull-down with histone peptides;  BDP1/7 ChiP peak co-localization,Hoeijmakers et al (2019); Quinn et al (2022),
BDP127_trimer,Bromodomain protein BDP1/2/7 trimer,Bromodomain protein BDP1/2/7 trimer,PF3D7_1033700,bromodomain protein 1,PBromodomainHA pull-down; Pull-down with histone peptidesR1,BDP1-HA pull-down; Pull-down with histone peptides,Josling et al (2015); Hoeijmakers et al (2019),
BDP127_trimer,Bromodomain protein BDP1/2/7 trimer,Bromodomain protein BDP1/2/7 trimer,PF3D7_1212900,"bromodomain protein 2, putative",PBromodomainHA pull-down; Pull-down with histone peptidesR2,BDP1-HA pull-down; Pull-down with histone peptides,Josling et al (2015); Hoeijmakers et al (2019),
BDP127_trimer,Bromodomain protein BDP1/2/7 trimer,Bromodomain protein BDP1/2/7 trimer,PF3D7_1124300,bromodomain protein 7,PBromodomaindown with histone peptides;  BDP1/7 ChiP peak co-localizationR7,Pull-down with histone peptides;  BDP1/7 ChiP peak co-localization,Hoeijmakers et al (2019); Quinn et al (2022),
Atg38_dimer,Atg3-Atg8 heterodimer,Atg3-Atg8 heterodimer,PF3D7_1019900,autophagy-related protein 8,PAtgal structure (Atg3 peptide-bound Atg8)Arelated protein 8,Crystal structure (Atg3 peptide-bound Atg8),Hain et al (2012),
Atg38_dimer,Atg3-Atg8 heterodimer,Atg3-Atg8 heterodimer,PF3D7_0905700,"autophagy-related protein 3, putative",PAtgal structure (Atg3 peptide-bound Atg8)Arelated protein 3,Crystal structure (Atg3 peptide-bound Atg8),,
BCKDH,Branched-chain alpha-ketoacid dehydrogenase (BCKDH) complex,BCKDH,PF3D7_1312600,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial, putative","PBranchedAAoxoisovalerate dehydrogenase subunit alpha, mitochondrial",NA,,
BCKDH,Branched-chain alpha-ketoacid dehydrogenase (BCKDH) complex,BCKDH,PF3D7_0504600,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial, putative","PBranchedAAoxoisovalerate dehydrogenase subunit beta, mitochondrial",NA,,
BCKDH,Branched-chain alpha-ketoacid dehydrogenase (BCKDH) complex,BCKDH,PF3D7_0303700,lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex,PBranchedALketo acid dehydrogenase,NA,,
BCKDH,Branched-chain alpha-ketoacid dehydrogenase (BCKDH) complex,BCKDH,PF3D7_1232200,"dihydrolipoyl dehydrogenase, mitochondrial",PBranchedA dehydrogenase,NA,,
KDH,Alpha-ketoglutarate dehydrogenase (KDH) complex,KDH,PF3D7_0820700,2-oxoglutarate dehydrogenase E1 component,Kce1 component,NA,,
KDH,Alpha-ketoglutarate dehydrogenase (KDH) complex,KDH,PF3D7_1320800,dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,PketoglutarateALoxoglutarate dehydrogenase,NA,,
KDH,Alpha-ketoglutarate dehydrogenase (KDH) complex,KDH,PF3D7_1232200,"dihydrolipoyl dehydrogenase, mitochondrial",PketoglutarateA dehydrogenase,NA,,
