protein1,protein2,pred
PF3D7_0507100,PF3D7_0706400,0.67386343958774
PF3D7_1421200,PF3D7_1004000,0.831085512823473
PF3D7_1421200,PF3D7_1460700,0.875838367420027
PF3D7_1421200,PF3D7_1323400,1.00031064660269
PF3D7_1421200,PF3D7_0520000,0.953706507478724
PF3D7_1421200,PF3D7_1142600,0.756893279167569
PF3D7_1421200,PF3D7_0618300,0.881118281581258
PF3D7_1421200,PF3D7_1027800,0.803385061170972
PF3D7_1421200,PF3D7_1342000,0.93162511199841
PF3D7_1421200,PF3D7_1323100,0.91591756475335
PF3D7_1421200,PF3D7_1341300,0.784715720345778
PF3D7_1421200,PF3D7_0322900,0.745988767290153
PF3D7_1421200,PF3D7_1414300,1.02201025036421
PF3D7_1421200,PF3D7_1447000,0.87748986833814
PF3D7_1421200,PF3D7_0415900,0.760186312480988
PF3D7_1421200,PF3D7_1124900,0.965656473576326
PF3D7_1421200,PF3D7_1309100,0.744193237399191
PF3D7_1421200,PF3D7_1431700,0.988094374932108
PF3D7_1421200,PF3D7_0306900,0.777574977433099
PF3D7_1421200,PF3D7_1424400,0.971219409670884
PF3D7_1421200,PF3D7_1130100,0.965103741013217
PF3D7_1421200,PF3D7_1465900,0.681867998010555
PF3D7_1421200,PF3D7_0710600,0.971968985696168
PF3D7_1421200,PF3D7_0614500,0.86845902259876
PF3D7_1421200,PF3D7_1105400,0.664156081703381
PF3D7_1421200,PF3D7_0517000,0.862235785252921
PF3D7_1421200,PF3D7_1302800,0.977903027570739
PF3D7_1421200,PF3D7_0813900,0.866666216758388
PF3D7_1421200,PF3D7_1341200,0.929960743005344
PF3D7_1421200,PF3D7_0719700,0.861944442514898
PF3D7_1421200,PF3D7_0312800,0.880764013261954
PF3D7_1421200,PF3D7_0516900,0.811282543441153
PF3D7_1421200,PF3D7_1003500,0.861460042079763
PF3D7_1421200,PF3D7_1358800,0.617625080153805
PF3D7_1421200,PF3D7_1426000,0.939808810577636
PF3D7_1421200,PF3D7_0422400,0.902423942976787
PF3D7_1421200,PF3D7_0814000,0.848994372541747
PF3D7_1421200,PF3D7_1126200,0.58339630508178
PF3D7_1421200,PF3D7_1424100,0.906449003009755
PF3D7_1421200,PF3D7_1331800,0.846418243462604
PF3D7_1421200,PF3D7_0706400,0.825366531268052
PF3D7_1004000,PF3D7_1460700,0.899728283476251
PF3D7_1004000,PF3D7_1323400,0.924501797969361
PF3D7_1004000,PF3D7_0520000,0.931876902392769
PF3D7_1004000,PF3D7_1142600,0.791638844309895
PF3D7_1004000,PF3D7_0618300,0.869264426682856
PF3D7_1004000,PF3D7_1027800,0.943552012288519
PF3D7_1004000,PF3D7_1342000,0.859541524600513
PF3D7_1004000,PF3D7_1323100,0.961790998122976
PF3D7_1004000,PF3D7_1341300,0.919390365637327
PF3D7_1004000,PF3D7_0322900,0.710061841217908
PF3D7_1004000,PF3D7_1414300,1.01232859342158
PF3D7_1004000,PF3D7_1447000,0.893540343540501
PF3D7_1004000,PF3D7_0415900,0.868930760607709
PF3D7_1004000,PF3D7_1124900,0.912241869928309
PF3D7_1004000,PF3D7_1309100,0.739598141566107
PF3D7_1004000,PF3D7_1431700,0.997372650693152
PF3D7_1004000,PF3D7_0306900,0.899371977664086
PF3D7_1004000,PF3D7_1424400,0.973239673497976
PF3D7_1004000,PF3D7_1130100,0.946884597414654
PF3D7_1004000,PF3D7_1465900,0.761840954163145
PF3D7_1004000,PF3D7_0710600,0.806844975700137
PF3D7_1004000,PF3D7_0614500,0.931553677888205
PF3D7_1004000,PF3D7_1105400,0.899222083903819
PF3D7_1004000,PF3D7_0517000,0.942273613797797
PF3D7_1004000,PF3D7_1302800,0.893921765586608
PF3D7_1004000,PF3D7_0813900,0.739774420145714
PF3D7_1004000,PF3D7_1341200,0.957650768678697
PF3D7_1004000,PF3D7_0719700,0.96180726563009
PF3D7_1004000,PF3D7_0312800,0.815680847437102
PF3D7_1004000,PF3D7_0516900,0.860832760907656
PF3D7_1004000,PF3D7_1003500,0.817136129535669
PF3D7_1004000,PF3D7_1358800,0.774842788799421
PF3D7_1004000,PF3D7_1426000,0.941285421119645
PF3D7_1004000,PF3D7_0422400,0.7045530866594
PF3D7_1004000,PF3D7_0814000,0.927665084243908
PF3D7_1004000,PF3D7_1126200,0.737891242288688
PF3D7_1004000,PF3D7_1424100,0.889088506182286
PF3D7_1004000,PF3D7_1331800,0.816104311353747
PF3D7_1004000,PF3D7_0706400,0.772975676710513
PF3D7_1460700,PF3D7_1323400,0.952123188217035
PF3D7_1460700,PF3D7_0520000,0.9559491602506
PF3D7_1460700,PF3D7_1142600,0.937025669132736
PF3D7_1460700,PF3D7_0618300,0.913666669171766
PF3D7_1460700,PF3D7_1027800,0.948177096191128
PF3D7_1460700,PF3D7_1342000,0.918827013655973
PF3D7_1460700,PF3D7_1323100,0.810101565537795
PF3D7_1460700,PF3D7_1341300,1.02104521282742
PF3D7_1460700,PF3D7_0322900,1.00827981282521
PF3D7_1460700,PF3D7_1414300,1.00130319768284
PF3D7_1460700,PF3D7_1447000,0.865439457358651
PF3D7_1460700,PF3D7_0415900,0.801576812602204
PF3D7_1460700,PF3D7_1124900,0.911568702538911
PF3D7_1460700,PF3D7_1309100,0.981595135335607
PF3D7_1460700,PF3D7_1431700,0.991301503394107
PF3D7_1460700,PF3D7_0306900,0.908225141022145
PF3D7_1460700,PF3D7_1424400,0.910313262610641
PF3D7_1460700,PF3D7_1130100,0.919864529781685
PF3D7_1460700,PF3D7_1465900,0.834929144771961
PF3D7_1460700,PF3D7_0710600,0.936879795477997
PF3D7_1460700,PF3D7_0614500,0.934114473361793
PF3D7_1460700,PF3D7_1105400,0.911262886107462
PF3D7_1460700,PF3D7_0517000,0.858291865316596
PF3D7_1460700,PF3D7_1302800,0.963831954805124
PF3D7_1460700,PF3D7_0813900,0.761634197668648
PF3D7_1460700,PF3D7_1341200,0.927482979868391
PF3D7_1460700,PF3D7_0719700,0.950689703762876
PF3D7_1460700,PF3D7_0312800,0.893372053781815
PF3D7_1460700,PF3D7_0516900,0.969588596470876
PF3D7_1460700,PF3D7_1003500,0.853334806110432
PF3D7_1460700,PF3D7_1358800,0.713754846492153
PF3D7_1460700,PF3D7_1426000,0.948386657306628
PF3D7_1460700,PF3D7_0422400,0.705501732405676
PF3D7_1460700,PF3D7_0814000,0.663071139774957
PF3D7_1460700,PF3D7_1126200,0.74476466804139
PF3D7_1460700,PF3D7_1424100,0.882427595554623
PF3D7_1460700,PF3D7_1331800,0.868204785401458
PF3D7_1460700,PF3D7_0706400,0.86939293908004
PF3D7_1323400,PF3D7_0520000,0.957585029689225
PF3D7_1323400,PF3D7_1142600,0.927465332579799
PF3D7_1323400,PF3D7_0618300,0.945326495067044
PF3D7_1323400,PF3D7_1027800,1.00299940935335
PF3D7_1323400,PF3D7_1342000,0.967285005383391
PF3D7_1323400,PF3D7_1323100,0.970369211241609
PF3D7_1323400,PF3D7_1341300,0.974956771532055
PF3D7_1323400,PF3D7_0322900,0.977681906944029
PF3D7_1323400,PF3D7_1414300,1.00915688784744
PF3D7_1323400,PF3D7_1447000,0.919995780722565
PF3D7_1323400,PF3D7_0415900,0.961795383197126
PF3D7_1323400,PF3D7_1124900,0.941991173365079
PF3D7_1323400,PF3D7_1309100,0.991812139752919
PF3D7_1323400,PF3D7_1431700,1.0253880712456
PF3D7_1323400,PF3D7_0306900,0.960172579209845
PF3D7_1323400,PF3D7_1424400,0.956487896731222
PF3D7_1323400,PF3D7_1130100,0.958736730671376
PF3D7_1323400,PF3D7_1465900,0.957135460753068
PF3D7_1323400,PF3D7_0710600,0.967148068263442
PF3D7_1323400,PF3D7_0614500,0.948986317737528
PF3D7_1323400,PF3D7_1105400,0.955182867916646
PF3D7_1323400,PF3D7_0517000,0.885948255315287
PF3D7_1323400,PF3D7_1302800,1.00772394883781
PF3D7_1323400,PF3D7_0813900,0.834518928975626
PF3D7_1323400,PF3D7_1341200,0.953742415254738
PF3D7_1323400,PF3D7_0719700,0.976369091104648
PF3D7_1323400,PF3D7_0312800,0.9422388229894
PF3D7_1323400,PF3D7_0516900,0.87684826978787
PF3D7_1323400,PF3D7_1003500,0.858882467237483
PF3D7_1323400,PF3D7_1358800,0.761962187486102
PF3D7_1323400,PF3D7_1426000,0.94655970844175
PF3D7_1323400,PF3D7_0422400,0.805492963985022
PF3D7_1323400,PF3D7_0814000,0.925437467979594
PF3D7_1323400,PF3D7_1126200,0.8200792122891
PF3D7_1323400,PF3D7_1424100,0.859077791462689
PF3D7_1323400,PF3D7_1331800,0.938052331499873
PF3D7_1323400,PF3D7_0706400,0.708034281413935
PF3D7_0520000,PF3D7_1142600,0.853626223465434
PF3D7_0520000,PF3D7_0618300,0.992809106420202
PF3D7_0520000,PF3D7_1027800,0.990724478207411
PF3D7_0520000,PF3D7_1342000,0.926465799277075
PF3D7_0520000,PF3D7_1323100,0.68498842084934
PF3D7_0520000,PF3D7_0322900,1.00088617541738
PF3D7_0520000,PF3D7_1414300,1.00076699523266
PF3D7_0520000,PF3D7_1447000,0.942317947044445
PF3D7_0520000,PF3D7_0415900,0.757333382456619
PF3D7_0520000,PF3D7_1124900,0.94817946933564
PF3D7_0520000,PF3D7_1309100,0.983202777148817
PF3D7_0520000,PF3D7_1431700,0.953445990753613
PF3D7_0520000,PF3D7_0306900,0.835749535759535
PF3D7_0520000,PF3D7_1424400,0.844826932413886
PF3D7_0520000,PF3D7_1130100,0.94569436364394
PF3D7_0520000,PF3D7_1465900,0.974287915068259
PF3D7_0520000,PF3D7_0710600,0.895935176921903
PF3D7_0520000,PF3D7_0614500,0.662357967694265
PF3D7_0520000,PF3D7_1105400,0.883350354462202
PF3D7_0520000,PF3D7_0517000,0.962431386343679
PF3D7_0520000,PF3D7_1302800,0.956839240972403
PF3D7_0520000,PF3D7_0813900,0.879551106085242
PF3D7_0520000,PF3D7_1341200,0.8708117549956
PF3D7_0520000,PF3D7_0719700,0.664432480534514
PF3D7_0520000,PF3D7_0312800,0.494190085049966
PF3D7_0520000,PF3D7_0516900,0.642919883248754
PF3D7_0520000,PF3D7_1003500,0.911140405993951
PF3D7_0520000,PF3D7_1358800,0.587689676196863
PF3D7_0520000,PF3D7_1426000,0.713845177481377
PF3D7_0520000,PF3D7_0422400,0.763675284583751
PF3D7_0520000,PF3D7_0814000,0.562461768223269
PF3D7_0520000,PF3D7_1126200,0.781919145732421
PF3D7_0520000,PF3D7_1424100,0.785785491389574
PF3D7_0520000,PF3D7_1331800,0.744937488714665
PF3D7_0520000,PF3D7_0706400,0.79779093447995
PF3D7_1142600,PF3D7_0618300,0.844563824516152
PF3D7_1142600,PF3D7_1027800,0.718186841935022
PF3D7_1142600,PF3D7_1342000,0.801393538282339
PF3D7_1142600,PF3D7_1323100,0.892522045948857
PF3D7_1142600,PF3D7_1341300,0.723832594422673
PF3D7_1142600,PF3D7_0322900,0.715603914816329
PF3D7_1142600,PF3D7_1414300,0.992453256308823
PF3D7_1142600,PF3D7_1447000,0.800687714284956
PF3D7_1142600,PF3D7_0415900,0.829302579124907
PF3D7_1142600,PF3D7_1124900,0.920284097868795
PF3D7_1142600,PF3D7_1309100,0.65462156556629
PF3D7_1142600,PF3D7_1431700,0.934880629126105
PF3D7_1142600,PF3D7_1424400,0.933739782814115
PF3D7_1142600,PF3D7_1130100,0.807777731665219
PF3D7_1142600,PF3D7_1465900,0.89176092951693
PF3D7_1142600,PF3D7_0710600,0.814857208095699
PF3D7_1142600,PF3D7_0614500,0.783830520316736
PF3D7_1142600,PF3D7_1105400,0.700296499850761
PF3D7_1142600,PF3D7_0517000,0.783132808437207
PF3D7_1142600,PF3D7_1302800,0.890657625995151
PF3D7_1142600,PF3D7_0813900,0.832866802614707
PF3D7_1142600,PF3D7_1341200,0.967198815897101
PF3D7_1142600,PF3D7_0719700,0.954577220051753
PF3D7_1142600,PF3D7_0516900,0.721463930948891
PF3D7_1142600,PF3D7_1003500,0.655428736176636
PF3D7_1142600,PF3D7_1358800,0.693814130149829
PF3D7_1142600,PF3D7_1426000,0.94985972048106
PF3D7_1142600,PF3D7_0422400,0.700349390083015
PF3D7_1142600,PF3D7_0814000,0.848755554677693
PF3D7_1142600,PF3D7_1126200,0.531995252625079
PF3D7_1142600,PF3D7_1424100,0.862041724064838
PF3D7_1142600,PF3D7_1331800,0.757136238666173
PF3D7_1142600,PF3D7_0706400,0.802611816319372
PF3D7_0618300,PF3D7_1027800,0.860687100546811
PF3D7_0618300,PF3D7_1342000,0.921426895049168
PF3D7_0618300,PF3D7_1323100,0.89557162990566
PF3D7_0618300,PF3D7_1341300,0.869880257662701
PF3D7_0618300,PF3D7_0322900,0.675302153789443
PF3D7_0618300,PF3D7_1414300,0.998253917611592
PF3D7_0618300,PF3D7_1447000,0.914685010801495
PF3D7_0618300,PF3D7_0415900,0.720390618673404
PF3D7_0618300,PF3D7_1124900,0.978816994746395
PF3D7_0618300,PF3D7_1309100,0.706866792271436
PF3D7_0618300,PF3D7_1431700,0.964480958642802
PF3D7_0618300,PF3D7_0306900,0.935184246667531
PF3D7_0618300,PF3D7_1424400,0.949784416724805
PF3D7_0618300,PF3D7_1130100,0.990294348647479
PF3D7_0618300,PF3D7_1465900,0.720977237447124
PF3D7_0618300,PF3D7_0710600,0.8483535236721
PF3D7_0618300,PF3D7_0614500,0.88521204844663
PF3D7_0618300,PF3D7_1105400,0.753469740235049
PF3D7_0618300,PF3D7_0517000,0.864124095925167
PF3D7_0618300,PF3D7_1302800,0.847575755534015
PF3D7_0618300,PF3D7_0813900,0.916066953184385
PF3D7_0618300,PF3D7_1341200,0.908768960794607
PF3D7_0618300,PF3D7_0719700,0.959308676389213
PF3D7_0618300,PF3D7_0312800,0.641891940999184
PF3D7_0618300,PF3D7_0516900,0.83264079106845
PF3D7_0618300,PF3D7_1003500,0.672843146386635
PF3D7_0618300,PF3D7_1358800,0.765319927947532
PF3D7_0618300,PF3D7_1426000,0.894873054744762
PF3D7_0618300,PF3D7_0422400,0.734404992597118
PF3D7_0618300,PF3D7_0814000,0.848362331755614
PF3D7_0618300,PF3D7_1126200,0.868812393733825
PF3D7_0618300,PF3D7_1424100,0.82693763490025
PF3D7_0618300,PF3D7_1331800,0.748587688104301
PF3D7_0618300,PF3D7_0706400,0.819558951103017
PF3D7_1027800,PF3D7_1342000,0.914272526908621
PF3D7_1027800,PF3D7_1323100,0.910482217170274
PF3D7_1027800,PF3D7_1341300,0.972544976606262
PF3D7_1027800,PF3D7_0322900,0.768203887689246
PF3D7_1027800,PF3D7_1414300,0.984987821861121
PF3D7_1027800,PF3D7_1447000,0.898692279121389
PF3D7_1027800,PF3D7_0415900,0.704982856585289
PF3D7_1027800,PF3D7_1124900,0.956930543420787
PF3D7_1027800,PF3D7_1309100,0.857472561230472
PF3D7_1027800,PF3D7_1431700,0.951609902407345
PF3D7_1027800,PF3D7_0306900,1.01319664958166
PF3D7_1027800,PF3D7_1424400,0.969383745573523
PF3D7_1027800,PF3D7_1130100,0.902260523491718
PF3D7_1027800,PF3D7_1465900,0.866051347910235
PF3D7_1027800,PF3D7_0710600,0.78981676332529
PF3D7_1027800,PF3D7_0614500,0.937696746259157
PF3D7_1027800,PF3D7_1105400,0.904692820308796
PF3D7_1027800,PF3D7_0517000,0.95605371103659
PF3D7_1027800,PF3D7_1302800,0.945943354972484
PF3D7_1027800,PF3D7_0813900,0.935759737681894
PF3D7_1027800,PF3D7_1341200,1.00977400012986
PF3D7_1027800,PF3D7_0719700,0.947338795853909
PF3D7_1027800,PF3D7_0312800,0.957607015544629
PF3D7_1027800,PF3D7_0516900,0.891713649244669
PF3D7_1027800,PF3D7_1003500,0.800116495165074
PF3D7_1027800,PF3D7_1358800,0.833837528624541
PF3D7_1027800,PF3D7_1426000,0.911741663678247
PF3D7_1027800,PF3D7_0422400,0.782253908900225
PF3D7_1027800,PF3D7_0814000,0.775980521652085
PF3D7_1027800,PF3D7_1126200,0.654130118411509
PF3D7_1027800,PF3D7_1424100,0.973348491224984
PF3D7_1027800,PF3D7_1331800,0.820205864501778
